,Unnamed: 0,IUCA,Texto,Etiqueta
343,429,53,¿Cuánto tiempo me dan para hacer el primer pago al monotributo una vez inscripto?,temporal
344,628,77,¿En qué momento se empieza a pagar el importe de la nueva categoría para las personas recategorizadas?,temporal
345,51,6,¿Cuándo tendrá efecto la solicitud de baja por cese de actividad?,temporal
346,62,8,Si me excluyen del Monotributo ¿Hasta qué fecha sigo siendo Monotributista?,temporal
347,404,50,¿A partir de cuándo ya soy monotributista?,temporal
348,1229,6,¿A partir de qué momento tiene efectos la cancelación de la inscripción por cese de actividad o renuncia?,temporal
349,208,28,¿Cuánto tiempo debe transcurrir desde que dejé de importar bienes hasta que me puedo inscribir en el Monotributo?,temporal
350,31,4,Si AFIP me excluye del Monotributo ¿Cuándo puedo volver a darme de alta?,temporal
351,990,130,¿desde qué periodo ya no debo pagar una vez que pedí la baja?,temporal
352,701,86,¿En qué momento se producen cambios de la recategorización de oficio?,temporal
353,934,121,¿Qué día vence el monotributo?,temporal
354,36,4,¿Cuánto tiempo tiene que pasar para poderme inscribir de nuevo al monotributo porque afip me excluyó?,temporal
355,1355,130,"En caso de solicitar la baja en el régimen, ¿a partir de que período cesa la obligación de pago?",temporal
356,1149,150,"¿Cuántos años debo mantener los comprobantes, documentos y facturas?",temporal
357,1362,137,¿A partir de qué período figura la información en el servicio CCMA?,temporal
358,46,6,¿Desde cuándo tiene vigencia la baja del Monotributo?,temporal
359,592,72,¿En qué tiempo se puede llevar a cabo la recategorización?,temporal
